user_id,rank,movie_id,title,genres,similarity
12,8,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.12492563154582459
12,9,38,It Takes Two (1995),Children|Comedy,0.12274931419963386
12,10,40,"Cry, the Beloved Country (1995)",Drama,0.11352841981347361
13,1,39,Clueless (1995),Comedy|Romance,0.23522486257715924
13,2,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.2278770518709633
13,3,33,,,0.22525162767663498
13,4,36,Dead Man Walking (1995),Crime|Drama,0.2163135410597522
13,5,27,Now and Then (1995),Children|Drama,0.1702298328774292
13,6,18,Four Rooms (1995),Comedy,0.1374988113643637
13,7,31,Dangerous Minds (1995),Drama,0.12685871465352871
13,8,19,Ace Ventura: When Nature Calls (1995),Comedy,0.11108083060532403
13,9,45,To Die For (1995),Comedy|Drama|Thriller,0.07515667463226106
13,10,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.06436643962284672
14,1,5,Father of the Bride Part II (1995),Comedy,0.15312197501211167
14,2,10,GoldenEye (1995),Action|Adventure|Thriller,0.15117193155988495
14,3,15,Cutthroat Island (1995),Action|Adventure|Romance,0.08181876917963615
14,4,40,"Cry, the Beloved Country (1995)",Drama,0.08091534005535495
14,5,8,Tom and Huck (1995),Adventure|Children,0.08009213781380264
14,6,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.07477085726502963
14,7,21,Get Shorty (1995),Comedy|Crime|Thriller,0.07323511725806076
14,8,9,Sudden Death (1995),Action,0.06560811407714995
14,9,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.06169619604111898
14,10,11,"American President, The (1995)",Comedy|Drama|Romance,0.059986887544384415
15,1,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.30433349738325055
15,2,28,Persuasion (1995),Drama|Romance,0.30168603828916796
15,3,6,Heat (1995),Action|Crime|Thriller,0.2041089783633766
15,4,21,Get Shorty (1995),Comedy|Crime|Thriller,0.19876122940028185
15,5,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.14934268048077715
15,6,4,Waiting to Exhale (1995),Comedy|Drama|Romance,0.1483959052233692
15,7,13,Balto (1995),Adventure|Animation|Children,0.13923189197206565
15,8,39,Clueless (1995),Comedy|Romance,0.13592694473948308
15,9,17,Sense and Sensibility (1995),Drama|Romance,0.135410545202165
15,10,19,Ace Ventura: When Nature Calls (1995),Comedy,0.12952863756133837
16,1,25,Leaving Las Vegas (1995),Drama|Romance,0.28424300814037873
16,2,6,Heat (1995),Action|Crime|Thriller,0.28183577601958143
16,3,5,Father of the Bride Part II (1995),Comedy,0.26501370095294385
16,4,4,Waiting to Exhale (1995),Comedy|Drama|Romance,0.22808689763191903
16,5,19,Ace Ventura: When Nature Calls (1995),Comedy,0.22105742741382928
16,6,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.21100823894648735
16,7,31,Dangerous Minds (1995),Drama,0.20434564420118195
16,8,17,Sense and Sensibility (1995),Drama|Romance,0.1809272115662326
16,9,9,Sudden Death (1995),Action,0.15270747306215005
16,10,35,,,0.14674196457502886
17,1,23,Assassins (1995),Action|Crime|Thriller,0.3043341123915474
17,2,28,Persuasion (1995),Drama|Romance,0.2696691310335795
17,3,35,,,0.24548428715527104
17,4,10,GoldenEye (1995),Action|Adventure|Thriller,0.23440199917420534
17,5,15,Cutthroat Island (1995),Action|Adventure|Romance,0.17842430624393657
17,6,39,Clueless (1995),Comedy|Romance,0.15524438313612965
17,7,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.14554983533330468
17,8,17,Sense and Sensibility (1995),Drama|Romance,0.12581313433686647
17,9,27,Now and Then (1995),Children|Drama,0.10345663483998246
17,10,8,Tom and Huck (1995),Adventure|Children,0.09612037550966246
18,1,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.29301226588632634
18,2,49,When Night Is Falling (1995),Drama|Romance,0.2419507908486278
18,3,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0.20370281968309978
18,4,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.15950942714915062
18,5,26,Othello (1995),Drama,0.13774797757016788
18,6,35,,,0.12891941174021415
18,7,43,Restoration (1995),Drama,0.11055464319485919
18,8,13,Balto (1995),Adventure|Animation|Children,0.1004215206500153
18,9,33,,,0.07161791100924042
18,10,15,Cutthroat Island (1995),Action|Adventure|Romance,0.06147404082994545
19,1,26,Othello (1995),Drama,0.4327034630493303
19,2,2,Jumanji (1995),Adventure|Children|Fantasy,0.3176391729471679
19,3,41,Richard III (1995),Drama|War,0.27138373222739587
19,4,3,Grumpier Old Men (1995),Comedy|Romance,0.2703602258544079
19,5,49,When Night Is Falling (1995),Drama|Romance,0.2658465764319732
19,6,38,It Takes Two (1995),Children|Comedy,0.20006467049921905
19,7,24,Powder (1995),Drama|Sci-Fi,0.1988816188693615
19,8,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.18217367075170188
19,9,28,Persuasion (1995),Drama|Romance,0.16690590133692917
19,10,14,Nixon (1995),Drama,0.1295469977372804
20,1,31,Dangerous Minds (1995),Drama,0.29444507657393404
20,2,49,When Night Is Falling (1995),Drama|Romance,0.26531509566274913
20,3,36,Dead Man Walking (1995),Crime|Drama,0.2517773550314588
20,4,43,Restoration (1995),Drama,0.19333432874683953
20,5,25,Leaving Las Vegas (1995),Drama|Romance,0.18815434587421132
20,6,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.16843908748124847
20,7,7,Sabrina (1995),Comedy|Romance,0.16818037980339073
20,8,24,Powder (1995),Drama|Sci-Fi,0.1491366063496432
20,9,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.11624160387290827
20,10,41,Richard III (1995),Drama|War,0.08941692739268647
21,1,36,Dead Man Walking (1995),Crime|Drama,0.32809244971408835
21,2,26,Othello (1995),Drama,0.28552813615867445
21,3,35,,,0.27761826482624485
21,4,28,Persuasion (1995),Drama|Romance,0.24901397740597786
21,5,45,To Die For (1995),Comedy|Drama|Thriller,0.22988459223857416
21,6,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.22251175638474852
21,7,7,Sabrina (1995),Comedy|Romance,0.2140560310855376
21,8,2,Jumanji (1995),Adventure|Children|Fantasy,0.19640512036312718
21,9,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.18230993734497347
21,10,42,Dead Presidents (1995),Action|Crime|Drama,0.1770930195075311
22,1,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.2938089366313287
22,2,15,Cutthroat Island (1995),Action|Adventure|Romance,0.24577249560989978
22,3,45,To Die For (1995),Comedy|Drama|Thriller,0.21134327040987289
22,4,17,Sense and Sensibility (1995),Drama|Romance,0.13933030259588242
22,5,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.11374433797558992
22,6,23,Assassins (1995),Action|Crime|Thriller,0.09949666830670367
22,7,38,It Takes Two (1995),Children|Comedy,0.07623792498542592
22,8,16,Casino (1995),Crime|Drama,0.07246234519365125
22,9,7,Sabrina (1995),Comedy|Romance,0.07237103703200753
22,10,35,,,0.06999971054932419
23,1,46,How to Make an American Quilt (1995),Drama|Romance,0.2786729852901807
23,2,45,To Die For (1995),Comedy|Drama|Thriller,0.26445923710129426
23,3,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.13975860299256004
23,4,25,Leaving Las Vegas (1995),Drama|Romance,0.13815703570086513
23,5,13,Balto (1995),Adventure|Animation|Children,0.12158376908110646
23,6,8,Tom and Huck (1995),Adventure|Children,0.10575621649230782
23,7,18,Four Rooms (1995),Comedy,0.09537389826667808
23,8,21,Get Shorty (1995),Comedy|Crime|Thriller,0.09295382128224561
23,9,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.08393758605920365
23,10,2,Jumanji (1995),Adventure|Children|Fantasy,0.07849247935351711
24,1,5,Father of the Bride Part II (1995),Comedy,0.28508550150334355
24,2,39,Clueless (1995),Comedy|Romance,0.2729376788723352
24,3,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.25504005167693156
24,4,9,Sudden Death (1995),Action,0.21261970574042466
24,5,34,Babe (1995),Children|Drama,0.19735161954715807
24,6,6,Heat (1995),Action|Crime|Thriller,0.18431486968358468
24,7,42,Dead Presidents (1995),Action|Crime|Drama,0.17865544536587952
24,8,15,Cutthroat Island (1995),Action|Adventure|Romance,0.17389013095307948
24,9,28,Persuasion (1995),Drama|Romance,0.15151324464453786
24,10,17,Sense and Sensibility (1995),Drama|Romance,0.14978583593430495
25,1,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.30547051594473795
25,2,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.30400268472215886
25,3,31,Dangerous Minds (1995),Drama,0.27213660977001797
25,4,40,"Cry, the Beloved Country (1995)",Drama,0.19611431568457838
25,5,21,Get Shorty (1995),Comedy|Crime|Thriller,0.18458390384421663
25,6,42,Dead Presidents (1995),Action|Crime|Drama,0.17297465248839883
25,7,41,Richard III (1995),Drama|War,0.1719405788609506
25,8,23,Assassins (1995),Action|Crime|Thriller,0.15578116628292082
25,9,46,How to Make an American Quilt (1995),Drama|Romance,0.13874036371867582
25,10,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.13323068285075657
26,1,21,Get Shorty (1995),Comedy|Crime|Thriller,0.24456114881299806
26,2,37,,,0.22353424246431064
26,3,11,"American President, The (1995)",Comedy|Drama|Romance,0.2154083142116664
26,4,36,Dead Man Walking (1995),Crime|Drama,0.19794056844253993
26,5,3,Grumpier Old Men (1995),Comedy|Romance,0.19240968425286042
26,6,40,"Cry, the Beloved Country (1995)",Drama,0.18596155031876072
26,7,24,Powder (1995),Drama|Sci-Fi,0.17637402073624153
26,8,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.1735740949695761
26,9,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.1680465209295472
26,10,15,Cutthroat Island (1995),Action|Adventure|Romance,0.1523658742357894
27,1,35,,,0.33060528827879565
27,2,28,Persuasion (1995),Drama|Romance,0.2698858129661057
27,3,36,Dead Man Walking (1995),Crime|Drama,0.2194562703437205
27,4,3,Grumpier Old Men (1995),Comedy|Romance,0.21785550087706318
27,5,6,Heat (1995),Action|Crime|Thriller,0.19893410725172267
27,6,38,It Takes Two (1995),Children|Comedy,0.19406304390063833
27,7,26,Othello (1995),Drama,0.1918637479003512
27,8,46,How to Make an American Quilt (1995),Drama|Romance,0.15692259803375863
27,9,7,Sabrina (1995),Comedy|Romance,0.15474143128059836
27,10,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.1505199417920895
28,1,3,Grumpier Old Men (1995),Comedy|Romance,0.280097808631952
28,2,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.2441650623955407
28,3,16,Casino (1995),Crime|Drama,0.1789377625814509
28,4,9,Sudden Death (1995),Action,0.17445192232955864
28,5,8,Tom and Huck (1995),Adventure|Children,0.17113017150971088
28,6,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.16294496024544136
28,7,31,Dangerous Minds (1995),Drama,0.15915710446504272
28,8,23,Assassins (1995),Action|Crime|Thriller,0.13578740446577664
28,9,21,Get Shorty (1995),Comedy|Crime|Thriller,0.1342948356977014
28,10,37,,,0.1342263197992687
29,1,43,Restoration (1995),Drama,0.24445316169002695
29,2,28,Persuasion (1995),Drama|Romance,0.2060336679078656
29,3,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.1903396010535009
29,4,18,Four Rooms (1995),Comedy,0.18576852474891614
29,5,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.1793559222184804
29,6,46,How to Make an American Quilt (1995),Drama|Romance,0.16340312856230255
29,7,9,Sudden Death (1995),Action,0.1197677598143233
29,8,19,Ace Ventura: When Nature Calls (1995),Comedy,0.0713194042369909
29,9,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.06093242054814629
29,10,38,It Takes Two (1995),Children|Comedy,0.054625709332312145
30,1,4,Waiting to Exhale (1995),Comedy|Drama|Romance,0.32135435683547975
30,2,34,Babe (1995),Children|Drama,0.2818791080255306
30,3,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.28054015128029486
30,4,37,,,0.24582407910194282
30,5,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.23943508709317107
30,6,7,Sabrina (1995),Comedy|Romance,0.21819913123985335
30,7,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.20763591584558982
30,8,23,Assassins (1995),Action|Crime|Thriller,0.20750668359494284
30,9,10,GoldenEye (1995),Action|Adventure|Thriller,0.19051029913584605
30,10,42,Dead Presidents (1995),Action|Crime|Drama,0.17620273572374934
31,1,24,Powder (1995),Drama|Sci-Fi,0.29538251292216744
31,2,20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,0.23125626473158234
31,3,5,Father of the Bride Part II (1995),Comedy,0.2262932698927702
31,4,37,,,0.14838096531778056
31,5,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.135796322024763
31,6,13,Balto (1995),Adventure|Animation|Children,0.12680079754819196
31,7,9,Sudden Death (1995),Action,0.12493501354666847
31,8,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.12162183208248556
31,9,16,Casino (1995),Crime|Drama,0.11444961473699666
31,10,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.1106909048640431
32,1,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.3284305177061625
32,2,41,Richard III (1995),Drama|War,0.2930441166374751
32,3,43,Restoration (1995),Drama,0.21504367394590407
32,4,50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0.20401134298061074
32,5,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.19173345190145463
32,6,19,Ace Ventura: When Nature Calls (1995),Comedy,0.1700356753609289
32,7,48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0.1642397589978395
32,8,5,Father of the Bride Part II (1995),Comedy,0.16063391411396
32,9,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.14658840001658968
32,10,2,Jumanji (1995),Adventure|Children|Fantasy,0.14483666244899007
33,1,43,Restoration (1995),Drama,0.3194399181318126
33,2,13,Balto (1995),Adventure|Animation|Children,0.22337464176705468
33,3,33,,,0.19266144426594733
33,4,39,Clueless (1995),Comedy|Romance,0.15658035140034254
33,5,46,How to Make an American Quilt (1995),Drama|Romance,0.1410372122188145
33,6,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.13898140306347462
33,7,41,Richard III (1995),Drama|War,0.1383320947607677
33,8,25,Leaving Las Vegas (1995),Drama|Romance,0.12964287885727155
33,9,22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,0.12472204458796665
33,10,38,It Takes Two (1995),Children|Comedy,0.11974822361289095
34,1,7,Sabrina (1995),Comedy|Romance,0.2523835602418716
34,2,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.22246547080079693
34,3,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.20730338921505753
34,4,28,Persuasion (1995),Drama|Romance,0.18872658139366671
34,5,26,Othello (1995),Drama,0.18767653464829925
34,6,25,Leaving Las Vegas (1995),Drama|Romance,0.1733442801395897
34,7,47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,0.14108483645450476
34,8,40,"Cry, the Beloved Country (1995)",Drama,0.1370358052823808
34,9,14,Nixon (1995),Drama,0.12990470357143336
34,10,23,Assassins (1995),Action|Crime|Thriller,0.1252364357696233
35,1,31,Dangerous Minds (1995),Drama,0.27928063485175403
35,2,14,Nixon (1995),Drama,0.24484646944459187
35,3,35,,,0.2213043147538657
35,4,40,"Cry, the Beloved Country (1995)",Drama,0.21153935565709148
35,5,36,Dead Man Walking (1995),Crime|Drama,0.2091431140209351
35,6,2,Jumanji (1995),Adventure|Children|Fantasy,0.18506298654991493
35,7,11,"American President, The (1995)",Comedy|Drama|Romance,0.1750274524077864
35,8,41,Richard III (1995),Drama|War,0.16504058564794055
35,9,6,Heat (1995),Action|Crime|Thriller,0.16204372238060194
35,10,27,Now and Then (1995),Children|Drama,0.15295990430482487
36,1,38,It Takes Two (1995),Children|Comedy,0.3591499262572011
36,2,28,Persuasion (1995),Drama|Romance,0.34693609134405357
36,3,1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,0.2959234041571346
36,4,3,Grumpier Old Men (1995),Comedy|Romance,0.2889399499249232
36,5,49,When Night Is Falling (1995),Drama|Romance,0.2676199789227318
36,6,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.24315702650139892
36,7,23,Assassins (1995),Action|Crime|Thriller,0.23659042772032057
36,8,24,Powder (1995),Drama|Sci-Fi,0.21118013956433768
36,9,7,Sabrina (1995),Comedy|Romance,0.20380594697590182
36,10,35,,,0.18536395462386568
37,1,12,Dracula: Dead and Loving It (1995),Comedy|Horror,0.27809615450570424
37,2,11,"American President, The (1995)",Comedy|Drama|Romance,0.26115523640845795
37,3,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,0.21740299720543255
37,4,6,Heat (1995),Action|Crime|Thriller,0.2128907489847317
37,5,28,Persuasion (1995),Drama|Romance,0.19993246355484484
37,6,19,Ace Ventura: When Nature Calls (1995),Comedy,0.19678898324406724
37,7,39,Clueless (1995),Comedy|Romance,0.1897787769901923
37,8,40,"Cry, the Beloved Country (1995)",Drama,0.17328349471836624
37,9,7,Sabrina (1995),Comedy|Romance,0.16787302907290969
37,10,38,It Takes Two (1995),Children|Comedy,0.16263079258341673
38,1,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,0.3039297104604717
38,2,45,To Die For (1995),Comedy|Drama|Thriller,0.2570614387444301
38,3,14,Nixon (1995),Drama,0.23518298509043278
38,4,44,Mortal Kombat (1995),Action|Adventure|Fantasy,0.21273624491192034
38,5,17,Sense and Sensibility (1995),Drama|Romance,0.19048327227752238
38,6,18,Four Rooms (1995),Comedy,0.1755138979486296
38,7,39,Clueless (1995),Comedy|Romance,0.17451038579870726
38,8,8,Tom and Huck (1995),Adventure|Children,0.15123851235867958
38,9,43,Restoration (1995),Drama,0.1460120172658701
38,10,2,Jumanji (1995),Adventure|Children|Fantasy,0.13712207815125377
39,1,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,0.38005518756033485
39,2,3,Grumpier Old Men (1995),Comedy|Romance,0.23931435635666853
